,tweet,prepro,label
708,Tahun 2020 telah usai. Mari melanjutkan perjalanan kehidupan kita di tahun 2021ðŸ» Semoga tahun ini bisa membawa berkah bagi kita semua dan pandemi Covid-19 bisa segera mereda agar kita bisa kembali berkuliah secara offline di kampus FISIP tersayangðŸ’– https://t.co/qx4zk0Ts87,"['mari', 'lanjut', 'jalan', 'hidup', 'moga', 'bawa', 'berkah', 'pandemi', 'covid', 'reda', 'kuliah', 'offline', 'kampus', 'fisip', 'sayang']",netral
1073,"Tak Bisa Instan, Menkes Budi Gunadi Sebut Pemerintah Butuh Waktu 3,5 Tahun untuk Vaksinasi Covid-19 https://t.co/APXe8cDYt1","['instan', 'menkes', 'budi', 'gunadi', 'perintah', 'butuh', 'vaksinasi', 'covid']",positif
765,"Selamat tahun baru buat semua mutualan/follower Emak yg baik hati.
Moga covid segera lalu dan kita semua selalu dilindungi oleh Tuhan YME
ðŸ™","['selamat', 'mutualan', 'follower', 'emak', 'hati', 'moga', 'covid', 'lindung', 'tuhan', 'yme']",positif
826,"Kalau kamu nakes tapi tidak terdaftar, ada petunjuk buat mendaftar.

#vaksin #covid https://t.co/CPUgfZUeQL","['nakes', 'daftar', 'tunjuk', 'daftar', 'vaksin', 'covid']",netral
598,"LAGU   ,   SARAN DARI PARA
          TENAGA MEDIS COVID 19

Biasa kan lah Taat Protokol Kesehatan /
Pake Masker , cuci tangan , jaga jarak 

https://t.co/cFwpD2GHul https://t.co/aEBB4U5NU6","['lagu', 'saran', 'tenaga', 'medis', 'covid', 'taat', 'protokol', 'sehat', 'pake', 'masker', 'cuci', 'tangan', 'jaga', 'jarak']",negatif
936,"Lagi nyari link berita yang menyampaikan pernyataan pak Menkes BGS bahwa vaksinasi Covid-19 mungkin akan selesai 3.5 tahun.

Cek &amp; ricek dulu. Jangan sampai salah kutip atau bagaimana.

Kalaupun benar 3.5 tahun targetnya, saya mungkin bisa bantu waktunya didiskon jadi 1.5 tahun.","['nyari', 'link', 'berita', 'nyata', 'menkes', 'bgs', 'vaksinasi', 'covid', 'selesai', 'cek', 'ricek', 'salah', 'kutip', 'target', 'bantu', 'diskon']",negatif
1142,Malam hari ini situasi arus lalu lintas jalan Prof Ida Bagus Mantra Gianyar terpantau dari Simpang Saba dalam keadaan aman dan lancar. Himbauan kepada pengguna jalan agar selalu tertib dalam berlalu lintas dan ikuti protokol kesehatan Covid 19. https://t.co/LmbZrpdRcv,"['malam', 'situasi', 'arus', 'lintas', 'jalan', 'prof', 'ida', 'bagus', 'mantra', 'gianyar', 'pantau', 'simpang', 'saba', 'aman', 'lancar', 'himbauan', 'guna', 'jalan', 'tertib', 'lintas', 'ikut', 'protokol', 'sehat', 'covid']",negatif
861,God kept my family while I was gone He sent back home to them I beat covid after fighting it for 20 days &amp; so much more He BLESSED me with,"['god', 'kept', 'my', 'family', 'while', 'i', 'was', 'gone', 'he', 'sent', 'back', 'home', 'to', 'them', 'i', 'beat', 'covid', 'after', 'fighting', 'it', 'for', 'days', 'so', 'much', 'more', 'he', 'blessed', 'me', 'with']",negatif
810,"@Polresta_DPS Cegah Covid-19 dan Patuh Protokol Kesehatan

#cegahcovid-19
#ayopakaimasker","['polresta dps', 'cegah', 'covid', 'patuh', 'protokol', 'sehat', 'cegahcovid', 'ayopakaimasker']",positif
1245,"@clvrh14 5. Wong mleba metu panggon nongkrong atau rumah makan makan, Wong nyang pasar seh koyo rak ono Covid bebas los rak rewel hehehe","['clvrh', 'mleba', 'metu', 'panggon', 'nongkrong', 'rumah', 'makan', 'makan', 'nyang', 'pasar', 'seh', 'koyo', 'rak', 'ono', 'covid', 'bebas', 'los', 'rak', 'rewel', 'hehehe']",positif
1149,@HamdaanLW825Ky @Dennysiregar7 @DKIJakarta @PemdaDKIJakarta Sampai skrg sekda yg mati kena covid juga blm ada penggantinya. Wan abud benar2 gabener ter****h kata google terbukti.,"['hamdaanlw', 'ky', 'dennysiregar', 'dkijakarta', 'pemdadkijakarta', 'skrg', 'sekda', 'mati', 'kena', 'covid', 'blm', 'ganti', 'wan', 'abud', 'gabener', 'ter', 'h', 'google', 'bukti']",netral
605,"Jadi gimana kalo hidup dengan pendirian dan percaya nya masing masing? Aku membiarkan kamu percaya akan covid, dan kamu membirkan aku untuk tidak percaya akan hal itu","['gimana', 'hidup', 'diri', 'percaya', 'biar', 'percaya', 'covid', 'bir', 'percaya']",negatif
809,"Cegah Covid-19 dan Patuh Protokol Kesehatan

#cegahcovid-19
#ayopakaimasker https://t.co/8YE5Y9ONar","['cegah', 'covid', 'patuh', 'protokol', 'sehat', 'cegahcovid', 'ayopakaimasker']",positif
321,"@txtdrstoryWA koyo aku karo @vaniagst biasane yo ngono, loro ati tahun iki raiso nendi2 mergo covid :))","['txtdrstorywa', 'koyo', 'karo', 'vaniagst', 'biasane', 'yo', 'ngono', 'loro', 'ati', 'iki', 'raiso', 'nendi', 'mergo', 'covid']",negatif
482,Mengawali 2021 dengan positif covid.,"['awal', 'positif', 'covid']",positif
787,"My 95yo Gramma passed on Christmas night, 1 day before I was supposed to see her.  (She lived 100 miles away from me &amp; I only saw her twice cuz my family wouldn't show me to see her during Covid cuz I have kids smh) I'm heartbroken!! 
Capp/Vmo: WhosThaatGirl https://t.co/C4NUStALfj","['my', 'yo', 'gramma', 'passed', 'on', 'christmas', 'night', 'day', 'before', 'i', 'was', 'supposed', 'to', 'see', 'her', 'she', 'lived', 'miles', 'away', 'from', 'me', 'i', 'only', 'saw', 'her', 'twice', 'cuz', 'my', 'family', 'wouldn', 'show', 'me', 'to', 'see', 'her', 'during', 'covid', 'cuz', 'i', 'have', 'kids', 'smh', 'i', 'm', 'heartbroken', 'capp', 'vmo', 'whosthaatgirl']",netral
1053,"Dulu emak sebelum kena covid asli kondangan kemanapun, batu bgt dibilangin ampe marah2. Pas udah ngerasain dia kapok lebih ati2 malahan kemaren kondangan nyuruh aku yg berangkat. 
Mungkin pelajaran buat orang2 yg msh mikirnya ini virus ga ada, masih batu dari emaknya olip","['emak', 'kena', 'covid', 'asli', 'kondangan', 'mana', 'batu', 'bgt', 'dibilangin', 'ampe', 'marah', 'pas', 'udah', 'ngerasain', 'kapok', 'ati', 'kemaren', 'kondangan', 'nyuruh', 'berangkat', 'ajar', 'orang', 'msh', 'mikirnya', 'virus', 'batu', 'emaknya', 'olip']",negatif
1213,Penyemprotan cairan disinfektan oleh pemkot Bekasi  diperumahanku krn saat ini ada 24 orang terkonfirmasi positif covid 19 https://t.co/Hb5jfowYFF,"['semprot', 'cair', 'disinfektan', 'pemkot', 'bekas', 'rumah', 'orang', 'konfirmasi', 'positif', 'covid']",positif
1178,"Telah beredar informasi Hoax terkait  adanya Video Puluhan Santri PP Nahdatul Ulama Jember mengalami keracunan setelah disuntik vaksin Covid-19. 
Be smart yo dulur..
#stopHoax 
#jatimantiHoax
#JogoJawaTimur https://t.co/7sjy6rncKZ","['edar', 'informasi', 'hoax', 'kait', 'video', 'puluh', 'santri', 'pp', 'nahdatul', 'ulama', 'jember', 'alami', 'racun', 'suntik', 'vaksin', 'covid', 'be', 'smart', 'yo', 'dulur', 'stophoax', 'jatimantihoax', 'jogojawatimur']",netral
39,"Awal Tahun 2021, Kasus COVID 19 di Indonesia Tambah 8.072  https://t.co/8zpTEKNkCs","['covid', 'indonesia']",negatif
30,"Anies Baswedan Sembuh dari COVID-19 - iNews Sore 29/12

https://t.co/5xUt4A5dIe","['anies', 'baswedan', 'sembuh', 'covid', 'inews', 'sore']",positif
242,"Sebanyak 1,8 juta vaksin Covid-19 dari perusahaan Sinovac, tiba di Bandara Internasional Soekarno-Hatta, Tangerang, Provinsi Banten, pada Kamis, 31 Desember 2020. https://t.co/EHkTzs5SxA","['juta', 'vaksin', 'covid', 'usaha', 'sinovac', 'bandara', 'internasional', 'soekarno', 'hatta', 'tangerang', 'provinsi', 'banten', 'kamis', 'desember']",positif
869,"LKPI: 81,7 persen responden siap divaksin COVID-19: Hasil survei Lembaga Kajian Pemilu Indonesia (LKPI) mencatat bahwa sebanyak 81,7 persen responden menyatakan siap mengikuti program vaksinasi COVID-19 yang dicanangkan oleh pemerintah.""Sebanyak 81,7â€¦ https://t.co/Yy1ro4XYD4 https://t.co/Z6LbqjuVRh","['lkpi', 'persen', 'responden', 'vaksin', 'covid', 'hasil', 'survei', 'lembaga', 'kaji', 'milu', 'indonesia', 'lkpi', 'catat', 'persen', 'responden', 'ikut', 'program', 'vaksinasi', 'covid', 'canang', 'perintah']",netral
947,"Hih paling males deh apply loker kalo ada persyaratan harus punya skck 
Kalo surat keterangan covid sih maklum ya wak 

Akikah kan anak suci polos bukan maling ngapa harus skck sih","['hih', 'males', 'deh', 'apply', 'loker', 'syarat', 'skck', 'surat', 'terang', 'covid', 'maklum', 'wak', 'akikah', 'anak', 'suci', 'polos', 'maling', 'ngapa', 'skck']",negatif
136,"bangun-bangun bokap cerita kalo hari ini ada 2 orang kenalannya meninggal krn covid. eh pas lagi cerita, nyokap tau2 dpt wa kalo temennya ada yg meninggal karena covid jg... 

gitu lo pada masi ngentengin covid anjinggg wkwk gua tunggu wa ttg lo yee","['bangun', 'bangun', 'bokap', 'cerita', 'orang', 'kenal', 'tinggal', 'covid', 'eh', 'pas', 'cerita', 'nyokap', 'dpt', 'wa', 'temennya', 'tinggal', 'covid', 'jg', 'gitu', 'lo', 'mas', 'ngentengin', 'covid', 'anjinggg', 'wkwk', 'gua', 'tunggu', 'wa', 'ttg', 'lo', 'yee']",negatif
310,"CARA Mudah Cek Nama Penerima Vaksin Covid-19 di https://t.co/amFaFYF7Lp, Siapkan Nomor NIK KTP
 
https://t.co/YLTjoYLd1l","['mudah', 'cek', 'nama', 'terima', 'vaksin', 'covid', 'siap', 'nomor', 'nik', 'ktp']",positif
1118,@1Atie Bagikan VAKSIN COVID-19 ke masyarakat ðŸ‡®ðŸ‡©,"['atie', 'bagi', 'vaksin', 'covid', 'masyarakat']",negatif
572,"BANDUNGÂ  - Pemerintah Indonesia, melalui Holding BUMN Farmasi PT Bio Farma, telah mengamankan lebih banyak dan ragam pasokan  ... https://t.co/HrCzw7e6Bg #Covid19 #VaksinCovid #Bandung","['bandung', 'perintah', 'indonesia', 'holding', 'bumn', 'farmasi', 'pt', 'bio', 'farma', 'aman', 'ragam', 'pasok', 'covid', 'vaksincovid', 'bandung']",positif
462,"Hekimler, Covid-19 sebebiyle hayatÄ±nÄ± kaybedenler iÃ§in ÅŸarkÄ± sÃ¶yledi https://t.co/qh4ncouQms","['hekimler', 'covid', 'sebebiyle', 'hayat', 'kaybedenler', 'i', 'in', 'ark', 's', 'yledi']",negatif
1317,"Pun sekadar bersapa kalo berpapasan, aku ngerasa berat banget. Momen covid ini menyelamatkanku karena harus pake masker, jadi ada alasan kalo ga nyapa atau ga disapa hehe","['sapa', 'papas', 'ngerasa', 'berat', 'banget', 'momen', 'covid', 'selamat', 'pake', 'masker', 'alas', 'nyapa', 'sapa']",netral
1116,"à¤¦à¤¶à¥ˆà¤‚ à¤ªà¥à¤¸à¥à¤¤à¤•à¤•à¥‹ à¤°à¥Œà¤¨à¤• à¤…à¤à¥ˆ à¤¬à¤¾à¤à¤•à¥€ à¤› à¤¹à¥ˆ !  San Francisco Times à¤ªà¥à¤°à¤•à¤¾à¤¶à¤¿à¤¤ à¤¯à¥‹ à¤²à¥‡à¤– !
thanks @SangyShrestha 
https://t.co/M0jAGaounk","['san', 'francisco', 'times', 'thanks', 'sangyshrestha']",negatif
1329,"Berikut update pelaksanaan vaksinasi COVID-19 di Jawa Timur

#jatimtangguh #jatimbermasker #jatimsehat https://t.co/S81xvcOpGb","['update', 'laksana', 'vaksinasi', 'covid', 'jawa', 'timur', 'jatimtangguh', 'jatimbermasker', 'jatimsehat']",positif
543,Keseruan tahun baru sedulur sedulur yang terperangkap covid di semarang https://t.co/3GAV7p0gpY,"['seru', 'dulur', 'dulur', 'perangkap', 'covid', 'semarang']",netral
3,@hei_akuada Amann d runah mah.. d luar banyak covid.. ðŸ¤­ðŸ˜,"['hei akuada', 'amann', 'runah', 'mah', 'covid']",positif
111,"Renovasi 11 SMP di Sragen Tetap Jalan Saat Pandemi Covid-19, Anggaran Capai Rp 7,7 MiliarÂ  https://t.co/h2kIZf64WQ https://t.co/5NvGgNYoMX","['renovasi', 'smp', 'sragen', 'jalan', 'pandemi', 'covid', 'anggar', 'capai', 'rp', 'miliar']",positif
1204,@myranada_ Uyeayyyyy!!! Cikda doakan covid terhapus cepat tau!!! https://t.co/Iiyku52xuf,"['myranada', 'uyeayyyyy', 'cikda', 'doa', 'covid', 'hapus', 'cepat']",negatif
1156,"PPKM Jawa Barat, Anak di Bawah 12 Tahun Tak Wajib Tunjukkan Surat Bebas Covid-19 https://t.co/mO95hXP7CT","['ppkm', 'jawa', 'barat', 'anak', 'wajib', 'tunjuk', 'surat', 'bebas', 'covid']",positif
850,"Selamat tahun baru 2021ðŸŽ‰ðŸŽ‰ðŸŽ‰
Semoga covid segera berakhir Kehidupan normal kembaliðŸ™
#HappyNewYear2021 https://t.co/zRJ0v9hDNl","['selamat', 'moga', 'covid', 'hidup', 'normal', 'happynewyear']",positif
1024,Pertamina Terdampak Ekonomi Covid dan ekonomi new normal. https://t.co/Ddoxv6AUcw,"['pertamina', 'dampak', 'ekonomi', 'covid', 'ekonomi', 'new', 'normal']",negatif
638,@_x_ADF_x_ @fadlizon @DPR_RI @DivHumas_Polri @ditsamaptapmj cukup doakan sehat saja.... tidak terpapar covid... ðŸ˜,"['x adf x', 'fadlizon', 'dpr ri', 'divhumas polri', 'ditsamaptapmj', 'doa', 'sehat', 'papar', 'covid']",positif
925,Khofifah positive covid gess,"['khofifah', 'positif', 'covid', 'gess']",negatif
376,"Dalam rangka mengurangi penyebaran virus COVID-19, KPP Pratama Gresik Utara menghentikan sementara pelayanan tatap muka.
Seluruh layanan dapat diakses secara online.
#KawanPajak juga dapat mengakses https://t.co/oq1AFNbLHM untuk pertanyaan lebih lanjut.
#PajakKitaUntukKita https://t.co/1RuB3tRdVZ","['rangka', 'kurang', 'sebar', 'virus', 'covid', 'kpp', 'pratama', 'gresik', 'utara', 'henti', 'layan', 'tatap', 'muka', 'layan', 'akses', 'online', 'kawanpajak', 'akses', 'pajakkitauntukkita']",positif
908,"@MPWR_ID Semoga di tahun sekarang bisa lebih produktif lagi ga Mageran  terus di rumah,. Mudah2an pandemi COVID 19 segera berakhir 
#IniKekuatanKita 
@murnijeon_ 
@iklimaa_irma16 https://t.co/yaaJfFzrIK","['mpwr id', 'moga', 'produktif', 'mageran', 'rumah', 'mudah', 'an', 'pandemi', 'covid', 'inikekuatankita', 'murnijeon', 'iklimaa irma']",positif
453,"Helo 2021, Tetap Saveaction diri sendiri terhadap covid 19 iya 

#KemenkesRI 
#COVIDãƒ¼19 
#Indonesiasehat
#Indonesia 
#CovidVaccine","['helo', 'saveaction', 'covid', 'iya', 'kemenkesri', 'covid', 'indonesiasehat', 'indonesia', 'covidvaccine']",positif
527,Covid bangsat,"['covid', 'bangsat']",negatif
314,"[Hoaks Atau Fakta] Beredar Surat Edaran Tentang Kompensasi Zona Merah Covid-19, Simak Faktanya https://t.co/ETjnJ6Ow7L","['hoaks', 'fakta', 'edar', 'surat', 'edar', 'kompensasi', 'zona', 'merah', 'covid', 'simak', 'fakta']",negatif
439,hari ini kepo gmn #tristan kena covid ðŸ™ˆðŸ™ˆ,"['kepo', 'gmn', 'tristan', 'kena', 'covid']",positif
442,@taequiero Covid to be a thing of the past and finally see BTS in concert https://t.co/D9tcxaCTWz,"['taequiero', 'covid', 'to', 'be', 'a', 'thing', 'of', 'the', 'past', 'and', 'finally', 'see', 'bts', 'in', 'concert']",positif
1247,"""Mereka yang enggan mengenakan masker, nantinya akan lebih paham jika mengerti, bahwa hal itu lebih baik daripada bangkrutnya ekonomi dan menghitung banyaknya kafan.""

ðŸ¦ ðŸ˜·âš ï¸

Perkara Virus Covid-19 yang Jarang Diungkap https://t.co/jUMr5pR34b via @hariankompas","['enggan', 'kena', 'masker', 'paham', 'erti', 'bangkrut', 'ekonomi', 'hitung', 'banyak', 'kafan', 'perkara', 'virus', 'covid', 'jarang', 'ungkap', 'via', 'hariankompas']",negatif
319,"VAKSIN covid-19 tahap 2 telah tiba di tanah air. Kendati demikian, dr Tirta menyebut kehadirannya bukan pertanda kemenangan. Masyarakat, kata dia, tetap https://t.co/QNjwRBg9D1","['vaksin', 'covid', 'tahap', 'tanah', 'air', 'kendati', 'dr', 'tirta', 'sebut', 'hadir', 'tanda', 'menang', 'masyarakat']",positif
650,"@Regar_Oposisi Astofirullohaladzim...sebegitunya rejim ini terhadap umat Islam, covid ini ada Krn Allah maka kita juga hrs mohon pertolongan thdp Allah yg mengatur hidup ini ...","['regar oposisi', 'astofirullohaladzim', 'begitu', 'rejim', 'umat', 'islam', 'covid', 'allah', 'hrs', 'mohon', 'tolong', 'thdp', 'allah', 'atur', 'hidup']",negatif
914,"@ayukozil @nourmarosida Huhuhu tau ga, dua Hari ini tetangga we meninggal dua orang berurutan dan Itu kata Rs nya covid mana pemakaman pake prokes. Depan rumah positive, kiri rumah meninggal odp kemarin kanan rumah odp meninggal Hari ini. ðŸ˜­ðŸ˜­ðŸ˜­","['ayukozil', 'nourmarosida', 'huhuhu', 'tetangga', 'we', 'tinggal', 'orang', 'rurut', 'rs', 'covid', 'makam', 'pake', 'prokes', 'rumah', 'positif', 'kiri', 'rumah', 'tinggal', 'odp', 'kemarin', 'kanan', 'rumah', 'odp', 'tinggal']",positif
5,Terapkan Protokol Kesehatan Cegah Covid-19 Pengunjung Obyek Vital Piket Polsek Mendoyo PatroliÂ SPBU https://t.co/rhGKJ0lGCw,"['terap', 'protokol', 'sehat', 'cegah', 'covid', 'unjung', 'obyek', 'vital', 'piket', 'polsek', 'doyo', 'patroli', 'spbu']",positif
100,"Sebanyak 1,8 juta vaksin covid kembali tiba di Tanah Air pada tgl 31 desember 2020 kemarin. https://t.co/lTXOTdoaCT","['juta', 'vaksin', 'covid', 'tanah', 'air', 'tgl', 'desember', 'kemarin']",positif
424,"Jokowi: Kita Masuki 2021 dengan Langkah yang Lebih Tegap.
Presiden Jokowi menyebut tahun lalu adalah tahun yang penuh dengan tantangan dan ketidakpastian. Pandemi global Covid-19, telah mengubah tatanan kehidupan setahun terakhir, tidak hanya di Indonesia tapi di seluruh dunia. https://t.co/c0CfigOvni","['jokowi', 'masuk', 'langkah', 'tegap', 'presiden', 'jokowi', 'sebut', 'penuh', 'tantang', 'ketidakpastian', 'pandemi', 'global', 'covid', 'ubah', 'tatanan', 'hidup', 'tahun', 'indonesia', 'dunia']",positif
973,"Kementerian Kesehatan mengirimkan pesan SMS secara serentak kepada seluruh penerima vaksin COVID-19 yang telah terdaftar pada tahap pertama, terhitung mulai dari 31 Desember 2020.

Aturan ini tertuang dalam Keputusan Menteri Kesehatan Nomor HK.01.07/MENKES/12757/2020 tentang https://t.co/8qRDOKsw0u","['menteri', 'sehat', 'kirim', 'pesan', 'sms', 'serentak', 'terima', 'vaksin', 'covid', 'daftar', 'tahap', 'hitung', 'desember', 'atur', 'tuang', 'putus', 'menteri', 'sehat', 'nomor', 'hk', 'menkes']",positif
634,"Measles, who? This is covid bitch!","['measles', 'who', 'this', 'is', 'covid', 'bitch']",negatif
887,@TirtoID Semua akan covid pada waktunya. Cepat sembuh ya bukkkk ðŸ˜‡,"['tirtoid', 'covid', 'cepat', 'sembuh', 'bukkkk']",negatif
720,"Adapun di sisi masyarakat, Presiden @jokowi meminta ditingkatkannya kedisiplinan menerapkan protokol kesehatan seperti mengenakan masker, menjaga jarak, dan rutin mencuci tangan serta tidak menganggap remeh penyebaran Covid-19.","['sisi', 'masyarakat', 'presiden', 'jokowi', 'tingkat', 'disiplin', 'terap', 'protokol', 'sehat', 'kena', 'masker', 'jaga', 'jarak', 'rutin', 'cuci', 'tangan', 'anggap', 'remeh', 'sebar', 'covid']",positif
423,@UmarHasibuan75 @fadlizon @linkaja @gopay @DanaKu @OVO https://t.co/BWL805ZpfJ https://t.co/TgK9u0L6R6,"['umarhasibuan', 'fadlizon', 'linkaja', 'gopay', 'dana', 'ovo']",positif
1010,"Update data persebaran covid-19 skala desa/kelurahan dan grafik kasus terkonfirmasi covid-19 di Kab. Klaten selama satu minggu terakhir. 
â€”
Data dihimpun dari data penambahan terkonfirmasi positif covid-19 Dinas Kesehatan Kab.Klaten sejak tanggal 26 Desember 2020-1 Januari 2021. https://t.co/5EHId2XNpv","['update', 'data', 'sebar', 'covid', 'skala', 'desa', 'lurah', 'grafik', 'konfirmasi', 'covid', 'kab', 'klaten', 'minggu', 'data', 'himpun', 'data', 'tambah', 'konfirmasi', 'positif', 'covid', 'dinas', 'sehat', 'kab', 'klaten', 'tanggal', 'desember', 'januari']",positif
494,"@realDonaldTrump Finished off the year with the highest amount of death due to Covid, which you have chosen to ignore.  You do know not all Americans have the money to invest in 401's right?","['realdonaldtrump', 'finished', 'off', 'the', 'year', 'with', 'the', 'highest', 'amount', 'of', 'death', 'due', 'to', 'covid', 'which', 'you', 'have', 'chosen', 'to', 'ignore', 'you', 'do', 'know', 'not', 'all', 'americans', 'have', 'the', 'money', 'to', 'invest', 'in', 's', 'right']",positif
624,"Tetap gunakan masker
Mari patuhi protokol kesehatan 4 M
Putus penyebaran virus corona Covid-19 https://t.co/dwptLFdbeY","['masker', 'mari', 'patuh', 'protokol', 'sehat', 'm', 'putus', 'sebar', 'virus', 'corona', 'covid']",negatif
1094,"Minggu 10 Januari 2021
Team Cemburu Covid 19 Bersama 3 Pilar Kecamatan Makasar , menuju tempat yg akan di tuju guna sampaikan himbuan Protokol Kesehatan
#jagajaktimrumhkita
#humaspolsekmakasarjaktim https://t.co/MbQcf1T4bd","['minggu', 'januari', 'team', 'cemburu', 'covid', 'pilar', 'camat', 'makasar', 'tuju', 'himbuan', 'protokol', 'sehat', 'jagajaktimrumhkita', 'humaspolsekmakasarjaktim']",negatif
899,"habis doa dari kerep, jalan sm mama ke parkiran.. tahun 2020 gila mah.. dikasih Tuhan si timothy, trus dikasih juga positif covid tapi sembuh.. gilaaaaa.. hebat bener udah kelewat.. :)","['habis', 'doa', 'kerep', 'jalan', 'sm', 'mama', 'parkir', 'gila', 'mah', 'kasih', 'tuhan', 'timothy', 'trus', 'kasih', 'positif', 'covid', 'sembuh', 'gilaaaaa', 'hebat', 'bener', 'udah', 'lewat']",positif
227,"serta kategori bisnis dan industri daya 450 VA hingga bulan Maret 2021.
Perpanjangan program subsidi tagihan listrik ini merupakan upaya pemerintah untuk meringankan beban kelompok masyarakat tidak mampu dan rentan dalam menghadapi pandemi Covid-19.","['kategori', 'bisnis', 'industri', 'daya', 'va', 'maret', 'panjang', 'program', 'subsidi', 'tagih', 'listrik', 'upaya', 'perintah', 'ringan', 'beban', 'kelompok', 'masyarakat', 'rentan', 'hadap', 'pandemi', 'covid']",positif
1279,Update COVID-19 Muba: Nihil Penambahan Kasus https://t.co/obuNp7QFQT,"['update', 'covid', 'muba', 'nihil', 'tambah']",positif
654,"Kita Harus Berhasil mengatasi Pandemi Covid-19.
Presiden Jokowi
Disampaikan dalam Sambutan Presiden Menyambut Tahun Baru 2021 https://t.co/frF1RvuelR","['hasil', 'atas', 'pandemi', 'covid', 'presiden', 'jokowi', 'sambut', 'presiden', 'sambut']",negatif
792,@jawafess Ora kenek covid,"['jawafess', 'ora', 'kenek', 'covid']",positif
1195,"Sobat Polri, ayo sama-sama kita hindari penyebaran Virus Covid-19 dengan cara mengikuti langkah-langkah diatas. Bersama kita lawan Covid-19.
#Covid-19 https://t.co/kdHpPVMyJM","['sobat', 'polri', 'ayo', 'hindar', 'sebar', 'virus', 'covid', 'ikut', 'langkah', 'langkah', 'atas', 'lawan', 'covid', 'covid']",positif
66,"Berikut update situasi untuk Kabupaten Probolinggo tanggal  1 Januari  2021, sampai jam 12.00 WIB. Data hari ini menunjukkan bahwa  yang status terkomfirmasi Positif COVID-19  pada hari ini  berjumlah 2.234 orang. https://t.co/r4Jx5jcKuz https://t.co/bqfAp2rBuF","['update', 'situasi', 'kabupaten', 'probolinggo', 'tanggal', 'januari', 'jam', 'wib', 'data', 'status', 'terkomfirmasi', 'positif', 'covid', 'orang']",negatif
847,"Selena Gomez bersuara keras soal antisipasi Facebook dalam memerangi berita keliru maupun hoaks tentang Corona Covid-19. Dilansir dari People, kemarin , pelantun ""Hands to Myself"" ini membagikan sebuah video di Twitter pribadinya. 

@awong_irfan #GengPagiMGT","['lena', 'gomez', 'suara', 'keras', 'antisipasi', 'facebook', 'rang', 'berita', 'keliru', 'hoaks', 'corona', 'covid', 'lansir', 'people', 'kemarin', 'lantun', 'hands', 'to', 'myself', 'bagi', 'video', 'twitter', 'pribadi', 'awong irfan', 'gengpagimgt']",negatif
67,"@tribunjogja Tahun baru : Malioboro dibuka untuk umum biar wisatawan ada kenang kenangan

Harapan : covid bisa turun

Kenyataan : angka covid naik, pemerintah jogja salahkan masyarakat yg tidak patuh

ðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’©","['tribunjogja', 'malioboro', 'buka', 'wisatawan', 'kenang', 'kenang', 'harap', 'covid', 'turun', 'nyata', 'angka', 'covid', 'perintah', 'jogja', 'salah', 'masyarakat', 'patuh']",negatif
919,@sosmedkeras Ikannya rapid test dulu mas ntar kena covid lg,"['sosmedkeras', 'ikan', 'rapid', 'test', 'mas', 'ntar', 'kena', 'covid', 'lg']",negatif
211,"I just left the hospital 16 hour shift-Amazing no Covid passing on my floor. We were lucky tonight. However, around the world know you are very loved and we nurses are all thinking of you and your family ! Love , Nurse Shelly        -Happy New Year Scott ! https://t.co/gO4a8WwHXi https://t.co/WlcOaYZ8Mx","['i', 'just', 'left', 'the', 'hospital', 'hour', 'shift', 'amazing', 'no', 'covid', 'passing', 'on', 'my', 'floor', 'we', 'were', 'lucky', 'tonight', 'however', 'around', 'the', 'world', 'know', 'you', 'are', 'very', 'loved', 'and', 'we', 'nurses', 'are', 'all', 'thinking', 'of', 'you', 'and', 'your', 'family', 'love', 'nurse', 'shelly', 'happy', 'new', 'year', 'scott']",netral
12,"Update sebaran Covid-19 s/d 1 Januari 2021, @Kab. Probolinggo.
Sumber : Dinkes Kab. Probolinggo

#RadioProsaLawanCovid19

*Data bersifat Kumulatif, sehingga meskipun terdapat pasien sembuh, jumlah pasien positif tidak berubah.* https://t.co/aZrX8tPMvS","['update', 'sebar', 'covid', 's', 'januari', 'kab', 'probolinggo', 'sumber', 'dinkes', 'kab', 'probolinggo', 'radioprosalawancovid', 'data', 'sifat', 'kumulatif', 'pasien', 'sembuh', 'pasien', 'positif', 'ubah']",negatif
1160,Setiap negara punya cara unik masing masing ditengah pandemi covid ! https://t.co/zpiziOITGq,"['negara', 'unik', 'tengah', 'pandemi', 'covid']",negatif
1103,"Hasil laporan Dinas Kesehatan Kabupaten/Kota &amp; RS Rujukan Covid di DIY:
Update Hari Minggu, 10 Januari 2021, pkl. 16.00 WIB:
__
Total Pasien Dalam Pengawasan (PDP) dan Orang Dalam Pemantauan (ODP) atau total pasien yang tersuspek:  25.125 orang https://t.co/tJMBHMa14N","['hasil', 'lapor', 'dinas', 'sehat', 'kabupaten', 'kota', 'rs', 'rujuk', 'covid', 'diy', 'update', 'minggu', 'januari', 'pkl', 'wib', '', 'total', 'pasien', 'awas', 'pdp', 'orang', 'pantau', 'odp', 'total', 'pasien', 'tersuspek', 'orang']",netral
